Semana,ARARANGUÁ,BALNEÁRIO ARROIO DO SILVA,BALNEÁRIO GAIVOTA,ERMO,JACINTO MACHADO,MARACAJÁ,MELEIRO,PASSO DE TORRES,PRAIA GRANDE,SANTA ROSA DO SUL,SOMBRIO,SÃO JOÃO DO SUL,TURVO,ABELARDO LUZ,BOM JESUS,CAMPO ERÊ,CORONEL MARTINS,ENTRE RIOS,FAXINAL DOS GUEDES,GALVÃO,IPUAÇU,JUPIÁ,LAJEADO GRANDE,MAREMA,NOVO HORIZONTE,OURO VERDE,PASSOS MAIA,PONTE SERRADA,SÃO BERNARDINO,SÃO DOMINGOS,SÃO LOURENÇO DO OESTE,VARGEÃO,XANXERÊ,XAXIM,ARROIO TRINTA,CAÇADOR,CURITIBANOS,FRAIBURGO,IBIAM,IOMERÊ,LEBON RÉGIS,MACIEIRA,PINHEIRO PRETO,PONTE ALTA DO NORTE,RIO DAS ANTAS,SALTO VELOSO,SANTA CECÍLIA,SÃO CRISTOVÃO DO SUL,TANGARÁ,TIMBÓ GRANDE,VIDEIRA,ARMAZÉM,BRAÇO DO NORTE,CAPIVARI DE BAIXO,GRAVATAL,GRÃO PARÁ,IMARUÍ,IMBITUBA,JAGUARUNA,LAGUNA,PEDRAS GRANDES,PESCARIA BRAVA,RIO FORTUNA,SANGÃO,SANTA ROSA DE LIMA,SÃO LUDGERO,SÃO MARTINHO,TREZE DE MAIO,TUBARÃO,ANCHIETA,BANDEIRANTE,BARRA BONITA,BELMONTE,BOM JESUS DO OESTE,DESCANSO,DIONÍSIO CERQUEIRA,FLOR DO SERTÃO,GUARACIABA,GUARUJÁ DO SUL,IPORÃ DO OESTE,IRACEMINHA,ITAPIRANGA,MARAVILHA,MODELO,MONDAÍ,PALMA SOLA,PARAÍSO,PRINCESA,ROMELÂNDIA,SALTINHO,SANTA HELENA,SANTA TEREZINHA DO PROGRESSO,SAUDADES,SÃO JOSÉ DO CEDRO,SÃO JOÃO DO OESTE,SÃO MIGUEL DA BOA VISTA,SÃO MIGUEL DO OESTE,TIGRINHOS,TUNÁPOLIS,AGROLÂNDIA,AGRONÔMICA,ATALANTA,AURORA,BRAÇO DO TROMBUDO,DONA EMMA,IBIRAMA,IMBUIA,ITUPORANGA,JOSÉ BOITEUX,LAURENTINO,LONTRAS,MIRIM DOCE,PETROLÂNDIA,POUSO REDONDO,PRESIDENTE GETÚLIO,RIO DO CAMPO,RIO DO OESTE,RIO DO SUL,SALETE,SANTA TEREZINHA,TAIÓ,TROMBUDO CENTRAL,VIDAL RAMOS,VITOR MEIRELES,ALFREDO WAGNER,ANGELINA,ANITÁPOLIS,ANTÔNIO CARLOS,BIGUAÇU,CANELINHA,FLORIANÓPOLIS,GAROPABA,GOVERNADOR CELSO RAMOS,MAJOR GERCINO,NOVA TRENTO,PALHOÇA,PAULO LOPES,SANTO AMARO DA IMPERATRIZ,SÃO JOSÉ,SÃO JOÃO BATISTA,SÃO PEDRO DE ALCÂNTARA,TIJUCAS,ÁGUAS MORNAS,BELA VISTA DO TOLDO,CAMPO ALEGRE,CANOINHAS,IRINEÓPOLIS,ITAIÓPOLIS,MAFRA,MAJOR VIEIRA,MONTE CASTELO,PAPANDUVA,PORTO UNIÃO,RIO NEGRINHO,SÃO BENTO DO SUL,TRÊS BARRAS,ANITA GARIBALDI,BOM RETIRO,CORREIA PINTO,LAGES,OTACÍLIO COSTA,ABDON BATISTA,BRUNÓPOLIS,CAMPOS NOVOS,CAPINZAL,CATANDUVAS,CELSO RAMOS,ERVAL VELHO,HERVAL D`OESTE,IBICARÉ,JABORÁ,JOAÇABA,LACERDÓPOLIS,LUZERNA,MONTE CARLO,OURO,TREZE TÍLIAS,VARGEM,VARGEM BONITA,ZORTÉA,ÁGUA DOCE,BARRA VELHA,CORUPÁ,GUARAMIRIM,JARAGUÁ DO SUL,MASSARANDUBA,SCHROEDER,SÃO JOÃO DO ITAPERIÚ,BALNEÁRIO RINCÃO,COCAL DO SUL,CRICIÚMA,FORQUILHINHA,IÇARA,LAURO MULLER,MORRO DA FUMAÇA,ORLEANS,SIDERÓPOLIS,ARAQUARI,BALNEÁRIO BARRA DO SUL,GARUVA,ITAPOÁ,JOINVILLE,SÃO FRANCISCO DO SUL,BALNEÁRIO CAMBORIÚ,BALNEÁRIO PIÇARRAS,BOMBINHAS,CAMBORIÚ,ILHOTA,ITAJAÍ,ITAPEMA,LUIZ ALVES,NAVEGANTES,PENHA,PORTO BELO,ALTO BELA VISTA,ARABUTÃ,CONCÓRDIA,IPIRA,IPUMIRIM,IRANI,ITÁ,LINDÓIA DO SUL,PERITIBA,PIRATUBA,PRESIDENTE CASTELO BRANCO,SEARA,XAVANTINA,ARVOREDO,CAIBI,CAXAMBU DO SUL,CHAPECÓ,CORDILHEIRA ALTA,CORONEL FREITAS,CUNHA PORÃ,CUNHATAÍ,FORMOSA DO SUL,GUATAMBÚ,IRATI,JARDINÓPOLIS,NOVA ERECHIM,NOVA ITABERABA,PAIAL,PALMITOS,PINHALZINHO,PLANALTO ALEGRE,QUILOMBO,RIQUEZA,SANTIAGO DO SUL,SERRA ALTA,SUL BRASIL,SÃO CARLOS,UNIÃO DO OESTE,ÁGUAS DE CHAPECÓ,ÁGUAS FRIAS,APIÚNA,ASCURRA,BENEDITO NOVO,BLUMENAU,BOTUVERÁ,BRUSQUE,DOUTOR PEDRINHO,GASPAR,GUABIRUBA,INDAIAL,POMERODE,RIO DOS CEDROS,RODEIO,TIMBÓ,semana
2025-03-09,1,1,2,0,0,2,0,3,0,1,28,0,0,11,2,6,0,4,8,2,3,2,1,0,0,0,3,0,1,0,12,0,24,14,0,12,0,10,3,2,0,0,3,0,3,1,0,0,0,0,31,1,19,0,0,7,1,23,0,4,0,0,0,0,0,7,0,0,25,0,2,6,6,4,0,0,3,8,5,0,2,5,10,7,19,0,4,1,5,3,1,0,10,5,9,1,5,2,0,0,1,0,0,1,1,9,0,0,0,3,2,1,0,0,14,1,0,16,1,0,3,3,2,1,0,1,2,0,26,5,95,5,8,0,12,60,0,4,12,18,0,17,4,0,0,1,1,0,5,0,0,4,14,1,5,1,0,0,0,0,0,0,0,15,12,8,1,0,9,0,0,28,3,12,2,5,4,1,2,8,4,16,16,16,112,1,10,0,0,0,7,1,4,0,0,0,0,42,3,10,8,471,9,24,10,15,51,9,7,56,0,39,13,13,1,2,21,1,6,1,5,0,1,2,1,11,9,0,6,2,25,6,2,12,4,4,6,2,0,3,0,0,6,10,1,14,1,4,5,2,7,3,2,0,0,0,2,128,0,19,1,37,12,41,8,1,3,14,2025-03-09
2025-03-16,3,0,12,0,0,1,0,0,0,3,33,0,0,10,5,2,0,0,4,0,3,2,0,0,3,0,0,6,1,8,8,0,13,23,2,7,1,3,2,2,0,0,4,0,3,3,0,1,0,0,27,1,11,0,1,4,0,23,0,0,0,0,0,1,0,4,1,0,25,0,1,3,0,4,2,0,0,11,4,0,6,6,12,4,1,4,7,0,2,3,6,0,4,4,5,2,8,0,0,0,3,0,1,0,1,13,1,0,1,0,1,0,0,0,9,0,0,15,1,0,2,6,0,0,0,0,2,4,16,10,113,4,13,1,4,78,0,14,13,9,0,7,0,1,0,7,2,0,2,0,1,4,23,0,4,1,0,0,0,0,1,0,0,18,10,5,2,0,18,0,0,31,2,7,9,8,5,1,3,7,3,37,17,10,63,2,6,0,0,0,3,1,11,0,0,1,0,29,3,6,32,486,41,22,27,9,25,10,18,32,2,58,14,43,3,0,13,0,0,0,1,0,5,3,0,10,9,0,5,1,21,4,5,6,2,2,8,4,3,1,3,3,4,3,2,32,2,5,6,1,15,3,7,2,0,0,1,117,3,30,0,30,12,39,7,3,3,14,2025-03-16
2025-03-23,7,1,10,0,1,0,0,4,0,1,27,0,0,5,6,6,2,0,5,0,1,1,1,1,2,0,0,1,0,8,5,0,21,6,0,4,2,8,0,2,0,0,2,0,5,7,0,0,0,0,13,0,20,1,0,4,0,10,0,0,2,0,0,0,0,9,0,0,40,0,0,2,4,3,1,0,3,4,4,0,4,3,6,2,9,4,0,0,1,1,6,0,7,4,5,4,2,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,11,0,0,22,1,0,1,4,0,0,0,0,0,4,14,2,69,3,8,0,1,50,0,3,5,11,0,5,2,1,0,4,2,0,1,0,0,11,9,0,3,2,0,0,0,1,0,0,0,20,12,17,2,0,4,2,0,28,2,8,0,6,6,2,3,4,6,27,12,9,58,3,3,0,0,0,2,1,2,0,0,0,0,25,7,10,23,882,18,32,19,11,43,1,18,42,6,18,9,25,2,1,11,2,2,1,4,0,1,0,1,5,8,0,7,1,8,9,0,4,3,5,3,3,2,3,0,0,7,11,0,10,3,5,3,2,8,1,0,1,0,4,1,115,2,30,3,19,12,32,5,1,7,1,2025-03-23
2025-03-30,13,5,10,0,11,0,0,2,0,4,41,1,0,15,2,11,0,1,8,1,2,1,1,0,4,0,0,6,0,4,14,0,22,13,0,16,3,5,1,2,1,0,1,0,2,2,3,0,0,0,13,0,16,1,3,12,1,17,1,4,2,0,1,1,0,9,0,0,42,0,1,3,2,5,3,0,0,8,2,1,5,15,17,5,13,1,5,0,4,4,1,0,13,13,8,2,4,0,6,0,1,1,1,0,0,17,2,1,0,0,1,0,0,2,19,0,1,8,0,0,3,5,2,0,0,0,1,2,8,2,97,6,14,0,4,82,0,5,10,19,0,15,5,0,0,6,1,0,1,1,0,8,29,0,8,2,0,0,0,0,0,0,2,22,12,18,2,0,24,0,0,34,1,4,2,3,10,3,5,8,6,31,12,14,88,1,4,0,0,0,7,4,5,0,0,0,0,34,1,11,34,521,17,22,35,19,16,1,9,52,8,48,15,36,3,2,17,3,4,2,6,1,3,5,4,9,10,0,9,2,75,8,3,9,4,3,8,4,4,3,2,0,9,8,3,11,5,1,3,2,22,0,14,1,9,0,2,119,3,38,0,43,18,37,11,1,4,6,2025-03-30
2025-04-06,14,3,15,0,8,2,0,2,0,9,27,0,0,7,3,5,0,0,3,1,1,0,2,0,0,0,1,3,1,5,4,0,7,13,1,10,0,2,0,2,1,0,2,0,4,8,1,0,0,0,25,0,12,0,1,3,0,20,2,0,0,0,0,0,0,4,0,0,47,1,1,1,0,4,0,0,5,4,8,0,4,1,11,4,4,3,9,2,0,2,6,0,5,0,4,2,10,0,3,0,2,0,0,0,1,24,0,0,0,0,2,0,0,1,11,2,0,43,3,0,6,3,2,0,0,0,2,4,13,6,77,2,6,1,7,52,1,5,7,11,1,8,1,1,0,5,1,0,1,0,1,30,21,1,1,1,0,0,0,0,0,0,1,16,14,5,1,2,14,0,0,21,2,4,5,2,5,2,1,3,4,44,19,11,67,0,4,0,0,0,3,0,7,0,0,1,0,23,7,12,18,374,20,25,32,5,23,6,3,43,10,25,16,22,1,2,19,2,3,0,6,0,4,6,0,8,8,0,3,3,28,3,4,6,3,1,2,2,2,2,0,0,3,8,1,39,2,4,2,1,10,3,4,2,2,0,2,115,1,41,1,23,15,37,12,0,1,6,2025-04-06
2025-04-13,6,4,24,0,8,1,0,5,0,5,31,0,0,8,5,6,0,0,1,0,1,3,0,1,1,0,1,1,0,5,7,0,9,8,0,8,0,1,1,3,2,0,0,0,1,0,0,0,0,0,19,2,13,1,2,8,0,29,0,11,0,0,0,0,0,5,0,0,27,0,1,3,2,5,0,0,0,2,0,0,4,3,4,6,2,4,6,0,0,2,3,0,8,3,5,2,7,3,0,0,0,0,0,0,1,9,0,0,0,0,2,0,0,1,16,0,0,25,3,0,1,4,1,0,0,0,1,2,21,2,72,1,20,0,2,72,0,16,10,1,0,2,0,0,2,2,1,0,3,0,0,11,21,2,5,3,0,0,0,0,0,0,0,6,5,7,1,6,4,1,0,37,5,9,2,4,6,1,2,3,4,54,11,11,81,2,3,0,1,0,2,1,3,0,0,1,0,34,5,11,31,492,29,21,23,6,21,7,2,28,9,40,13,35,4,1,6,3,7,0,5,0,2,0,1,6,6,0,4,2,53,11,3,4,1,3,0,2,3,0,2,3,6,5,2,13,0,6,1,1,32,1,10,3,0,2,5,111,4,35,0,27,9,44,8,0,0,3,2025-04-13
2025-04-20,8,1,43,0,8,0,0,5,0,3,17,0,0,9,0,1,1,0,7,3,4,3,1,1,4,0,1,3,1,7,11,0,8,4,0,6,0,3,0,1,0,0,1,1,3,0,0,1,0,1,19,0,0,5,2,8,0,8,0,0,0,0,0,0,0,5,0,0,22,0,19,2,3,7,0,0,0,5,0,0,3,8,5,2,1,0,3,0,3,1,2,0,7,0,5,1,1,0,0,0,3,0,0,0,1,10,0,0,0,0,1,0,0,0,15,0,0,30,2,0,1,8,2,0,0,0,0,0,9,3,67,3,2,0,1,62,0,1,35,1,1,10,3,0,0,4,0,0,4,0,2,3,19,0,5,0,1,0,0,0,0,0,0,15,10,0,1,1,13,2,0,26,1,6,2,2,7,3,2,2,6,39,23,21,96,5,7,0,1,0,3,0,6,0,0,0,0,24,3,14,30,433,19,23,29,7,10,5,4,42,7,26,7,13,0,0,19,2,5,0,3,0,3,5,0,9,6,0,5,2,44,0,0,12,4,2,8,4,2,3,0,0,9,7,0,15,0,0,2,0,6,2,8,1,0,0,2,129,1,13,1,21,11,32,3,1,3,1,2025-04-20
2025-04-27,6,0,1,0,13,0,0,0,0,0,28,0,0,8,3,3,0,0,2,0,0,1,0,0,0,0,0,4,0,2,6,0,2,8,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,8,1,1,5,0,26,1,0,0,1,0,1,1,8,0,0,45,11,2,0,2,4,2,0,2,3,1,1,2,5,11,3,6,0,5,2,1,0,2,2,6,7,4,2,1,0,0,0,0,0,1,0,0,14,0,0,0,0,2,0,0,1,11,0,0,16,0,0,1,10,1,0,0,0,0,2,8,3,51,0,4,0,5,48,0,2,50,0,2,16,1,0,0,0,1,0,0,0,1,1,15,0,1,0,1,0,0,0,0,0,0,10,4,0,3,3,6,3,0,32,3,5,3,5,4,0,0,5,1,17,6,11,56,3,5,0,0,0,6,0,4,1,0,0,0,36,0,10,26,377,17,14,29,8,4,10,0,22,4,24,12,31,1,0,7,0,3,0,2,0,5,0,2,9,7,0,4,0,22,9,3,11,1,3,2,1,1,2,0,0,6,5,5,14,3,0,0,2,19,3,10,1,0,1,1,83,0,13,0,34,8,12,10,2,0,2,2025-04-27
2025-05-04,2,1,27,0,12,2,0,0,0,0,20,0,0,2,4,4,1,0,6,0,0,1,1,0,0,0,0,4,0,2,1,0,1,2,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,10,2,0,7,2,18,0,2,0,0,0,1,0,3,0,0,48,0,3,2,1,3,1,0,1,2,1,0,3,4,5,3,3,0,2,0,0,2,2,0,5,2,3,2,3,4,0,0,1,0,0,0,0,11,0,2,3,0,0,0,1,0,11,0,0,28,0,0,0,4,1,0,0,0,0,1,8,6,77,2,10,1,3,56,0,5,83,0,0,6,1,0,0,2,0,0,0,0,1,0,10,1,6,1,0,0,0,0,0,0,0,6,9,2,0,4,5,2,0,15,0,3,0,3,2,2,4,3,3,46,18,19,86,0,5,0,0,0,4,0,5,0,0,0,0,30,3,14,18,301,12,17,20,8,22,12,0,0,3,24,15,24,1,0,8,0,5,0,1,0,0,0,0,0,7,0,0,0,32,0,1,4,1,2,2,1,1,0,1,1,1,8,0,10,2,1,0,2,0,3,5,1,0,1,1,80,2,22,0,27,18,23,8,0,1,4,2025-05-04
2025-05-11,8,12,14,0,7,2,0,3,0,3,36,0,0,6,3,0,0,0,0,0,4,2,0,0,1,0,0,1,0,4,3,0,1,10,0,0,0,2,0,3,0,0,1,0,1,1,0,0,0,0,0,1,13,2,1,4,0,38,0,2,1,0,0,0,0,1,0,0,70,0,1,0,0,4,1,0,3,8,4,0,1,5,12,4,3,0,0,0,0,2,5,0,7,0,6,1,1,2,0,0,2,1,0,0,1,28,1,1,0,0,0,1,0,0,17,0,0,38,3,0,3,2,3,0,0,0,0,1,18,8,83,2,10,0,10,66,0,6,58,0,0,12,3,1,0,0,0,0,3,0,0,5,8,1,2,0,1,0,0,0,0,0,1,4,7,1,1,4,9,4,0,23,1,5,6,4,7,1,1,2,1,32,19,18,98,0,10,0,1,0,3,1,11,0,0,0,0,46,0,13,31,396,24,21,28,9,13,13,4,0,4,51,12,30,1,1,6,0,1,0,3,0,1,2,0,6,4,2,5,0,32,11,2,9,1,3,3,3,3,2,0,0,2,2,3,38,0,3,4,3,2,0,7,1,1,0,1,117,0,24,2,35,17,38,14,2,1,22,2025-05-11
2025-05-18,1,10,8,0,8,1,0,1,0,7,40,0,1,4,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,4,0,4,3,0,0,2,2,0,0,1,0,0,0,1,2,0,0,0,0,0,1,12,2,1,5,0,26,0,0,0,0,0,0,0,4,0,0,69,2,1,1,2,4,2,3,1,8,0,0,0,3,4,3,2,0,1,1,0,0,2,0,5,3,5,5,0,0,0,1,2,1,0,0,0,12,0,0,1,1,0,0,0,0,14,0,1,19,1,0,0,2,8,0,0,0,0,1,20,2,51,6,9,1,5,84,0,8,80,3,0,11,3,0,0,4,0,0,4,0,3,3,11,4,2,0,1,0,0,0,0,0,1,6,4,2,1,2,7,3,0,12,2,7,1,3,2,3,1,2,2,6,20,8,86,0,6,0,0,0,6,1,10,0,0,0,0,31,4,16,31,546,25,31,29,14,22,11,3,15,6,16,11,30,0,0,8,2,1,1,1,0,2,4,0,3,5,2,3,1,34,5,2,2,3,0,0,3,0,0,0,2,1,1,0,10,1,4,1,1,7,1,7,1,0,0,3,124,0,48,1,32,15,29,12,3,3,18,2025-05-18
2025-05-25,9,1,8,0,3,0,0,4,0,2,8,0,2,5,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,7,5,0,10,6,2,6,2,1,0,1,0,0,0,0,4,2,0,0,0,0,0,0,8,0,0,3,1,30,0,3,1,1,0,0,0,5,0,0,45,1,0,0,2,3,0,0,2,1,2,0,4,2,8,3,8,0,1,1,4,0,4,0,7,6,7,0,0,1,0,0,2,0,2,0,0,10,0,0,0,0,0,0,0,0,13,0,1,16,1,3,1,3,3,0,0,0,0,3,13,4,99,10,10,0,2,81,0,1,87,2,0,12,3,0,1,2,1,0,1,0,0,7,5,2,3,5,0,0,0,0,0,0,0,6,11,0,1,4,7,3,7,13,0,9,0,4,8,0,1,3,2,19,8,15,67,0,3,0,0,0,2,0,6,0,0,1,0,41,6,6,22,480,10,7,22,6,13,5,1,26,4,53,18,31,2,0,8,0,4,0,3,0,0,0,1,9,4,0,3,1,29,4,2,9,0,1,0,3,0,0,1,5,7,1,3,40,3,3,3,0,14,2,8,0,0,3,3,92,1,21,2,30,8,20,4,4,0,5,2025-05-25
2025-06-01,2,1,1,0,0,1,0,1,0,0,35,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,1,14,1,0,0,0,0,0,0,5,0,0,23,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,0,1,0,0,0,0,4,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,64,5,5,0,1,62,0,5,52,1,0,3,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,0,6,0,0,0,1,3,0,0,0,1,15,8,1,37,0,2,0,0,0,1,0,8,0,0,0,0,12,13,5,9,238,13,18,12,8,27,3,3,28,2,14,8,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,43,0,5,0,10,5,28,6,2,0,5,2025-06-01
2025-06-08,3,4,2,0,0,0,0,0,0,5,14,0,0,2,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,12,0,0,0,0,0,1,0,1,0,0,29,0,0,0,0,1,0,0,0,1,0,0,0,4,3,1,1,1,0,0,0,0,0,0,5,2,1,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,10,56,1,5,0,0,43,0,2,45,0,0,5,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,3,3,1,0,3,4,0,1,15,0,5,0,0,1,0,0,0,2,0,6,4,51,2,8,0,1,0,0,0,3,0,0,0,0,29,7,9,16,314,17,6,13,11,6,4,3,27,2,5,16,42,2,1,1,1,0,0,0,0,0,4,0,0,2,0,0,0,9,2,0,0,1,0,0,2,3,0,0,2,1,0,0,18,0,1,1,1,4,0,2,2,0,2,0,61,0,11,0,9,4,18,1,1,0,4,2025-06-08
2025-06-15,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,38,0,2,0,0,34,0,1,26,1,0,8,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,8,1,2,0,0,0,0,0,0,1,14,8,2,47,0,3,0,0,0,0,0,5,0,0,1,0,22,2,5,9,136,5,23,11,6,21,6,1,28,1,1,3,17,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,3,2,1,1,0,0,0,35,0,7,0,15,0,21,1,0,0,0,2025-06-15
2025-06-22,1,4,0,0,1,1,0,2,0,1,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,14,1,3,0,0,0,0,0,1,0,0,32,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,5,4,0,1,56,0,2,25,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,0,3,0,2,0,0,2,0,0,0,0,14,13,5,41,0,1,0,0,0,1,0,1,0,0,0,0,22,8,2,6,212,16,5,13,7,16,4,0,29,3,1,13,27,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,1,1,1,0,0,0,0,1,0,63,0,4,0,7,4,16,2,1,0,4,2025-06-22
2025-06-29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,0,5,0,1,14,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,8,0,4,4,72,5,6,4,0,25,2,1,21,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,17,0,1,0,6,4,6,0,0,0,3,2025-06-29
2025-07-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,61,2,2,0,1,27,0,1,15,0,0,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,16,2,3,13,1,2,0,0,0,0,0,1,0,0,0,0,4,0,2,4,79,4,1,1,0,1,3,0,3,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,11,0,0,0,5,1,20,0,0,0,2,2025-07-06
2025-07-13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,44,0,2,26,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,27,2,5,11,0,2,0,0,0,1,0,0,0,0,0,0,8,0,2,8,101,6,2,0,4,6,3,2,11,1,0,7,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,0,25,0,0,0,17,4,16,1,0,0,0,2025-07-13
2025-07-20,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2,0,0,0,36,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,5,1,24,0,0,0,0,0,0,0,1,0,0,0,0,9,0,4,2,86,6,3,3,6,10,3,2,25,0,4,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,25,0,0,0,7,3,12,0,0,0,0,2025-07-20
